statute,description,subject_no,trr_id
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298160,96567
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298160,96567
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298160,96567
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298160,96568
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298160,96568
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298160,96568
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298160,96568
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298159,96569
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298159,96569
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298159,96569
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298159,96569
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298159,96570
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298159,96570
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298159,96570
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298159,96570
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298159,96571
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298159,96571
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298159,96571
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298159,96571
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298160,96572
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19298160,96572
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19298160,96572
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298160,96572
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298161,96573
720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K,19298161,96573
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298161,96573
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472,96576
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472,96576
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472,96576
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472,96576
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472,96576
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472,96576
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472,96577
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472,96577
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472,96577
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472,96577
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472,96577
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472,96577
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472,96578
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472,96578
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472,96578
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472,96578
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472,96578
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472,96578
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472,96579
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472,96579
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472,96579
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472,96579
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472,96579
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472,96579
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472,96580
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472,96580
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472,96580
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472,96580
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472,96580
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472,96580
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19298472,96581
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298472,96581
720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19298472,96581
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298472,96581
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19298472,96581
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19298472,96581
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298580,96582
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298580,96582
720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19298580,96582
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19298713,96583
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298713,96583
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19298734,96584
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19298734,96584
720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER/PRIOR DOM BTRY,19298734,96584
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298734,96584
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19298734,96585
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19298734,96585
720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER/PRIOR DOM BTRY,19298734,96585
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298734,96585
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19298751,96586
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19298751,96586
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19298751,96586
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19298751,96586
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19298751,96586
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298751,96586
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19298751,96586
9-40-130,OBSTRUCTION OF TRAFFIC BY MOTORIST,19298751,96586
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19298751,96586
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19298751,96587
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19298751,96587
625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19299554,96616
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19298751,96587
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19298751,96587
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19298751,96587
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298751,96587
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19298751,96587
9-40-130,OBSTRUCTION OF TRAFFIC BY MOTORIST,19298751,96587
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19298751,96587
10-8-515,SOLICITING UNLAWFUL BUSINESS,19298851,96588
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19298851,96588
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298851,96588
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19298853,96589
625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,19298853,96589
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19298853,96589
720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19298853,96589
8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,19298853,96589
8-26-050,GUN OFFENDER DUTY TO REPORT,19298853,96589
10-8-515,SOLICITING UNLAWFUL BUSINESS,19298851,96590
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19298851,96590
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19298851,96590
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19298938,96591
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19299022,96592
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19299041,96593
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19299041,96593
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299041,96593
625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299041,96593
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299041,96593
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19299041,96593
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19299041,96593
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19299041,96593
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19299041,96594
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,19299041,96594
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299041,96594
625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299041,96594
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299041,96594
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19299041,96594
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19299041,96594
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19299041,96594
10-8-515,SOLICITING UNLAWFUL BUSINESS,19299172,96597
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299172,96597
10-8-515,SOLICITING UNLAWFUL BUSINESS,19299172,96598
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299172,96598
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19299298,96599
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299298,96599
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299328,96602
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299328,96602
625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299328,96602
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299328,96602
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299328,96603
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299328,96603
625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299328,96603
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299328,96603
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299328,96604
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299328,96604
625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19299328,96604
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299328,96604
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19299531,96612
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299531,96612
720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19299531,96612
9-24-010(B),STOP AT STOP SIGN,19299531,96612
9-64-130-A,PARKING IN ALLEYS,19299531,96612
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19299531,96613
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299531,96613
720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19299531,96613
9-24-010(B),STOP AT STOP SIGN,19299531,96613
9-64-130-A,PARKING IN ALLEYS,19299531,96613
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19299531,96614
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299531,96614
720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19299531,96614
9-24-010(B),STOP AT STOP SIGN,19299531,96614
9-64-130-A,PARKING IN ALLEYS,19299531,96614
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19299531,96615
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299531,96615
720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19299531,96615
9-24-010(B),STOP AT STOP SIGN,19299531,96615
9-64-130-A,PARKING IN ALLEYS,19299531,96615
625 ILCS 5.0/11-305-B,IVC - AVOID TRAFFIC CONTROL DEVICE,19299554,96616
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19299554,96616
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299554,96616
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299554,96616
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299554,96616
625 ILCS 5.0/11-305-B,IVC - AVOID TRAFFIC CONTROL DEVICE,19299554,96617
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19299554,96617
625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19299554,96617
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19299554,96617
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299554,96617
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299554,96617
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299583,96618
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299583,96618
720 ILCS 550.0/4-C,CANNABIS - POSSESS CANNABIS/10-30 GRAMS/SUBQ,19299583,96618
9-24-010(B),STOP AT STOP SIGN,19299583,96618
510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19299557,96620
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299557,96620
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19299557,96620
510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19299557,96621
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299557,96621
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19299557,96621
510 ILCS 68.0/105-45,OBSTRUCTING AN OFFICER,19299557,96622
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299557,96622
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19299557,96622
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299614,96623
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19299614,96623
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19299614,96623
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19299614,96624
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19299614,96624
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19299614,96624
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19299839,96625
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19299839,96625
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19299839,96625
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19299839,96626
720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19299839,96626
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19299839,96626
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299867,96627
625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19299867,96627
625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19299867,96627
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299867,96627
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299867,96627
720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19299867,96627
9-24-010(B),STOP AT STOP SIGN,19299867,96627
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19299867,96628
625 ILCS 5.0/11-501-A-6,DUI ANY AMOUNT OF DRUG,19299867,96628
625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19299867,96628
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19299867,96628
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19299867,96628
720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19299867,96628
9-24-010(B),STOP AT STOP SIGN,19299867,96628
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300131,96630
720 ILCS 550.0/5.2-D,CANNABIS - MFG/DEL - SCHOOL - 2.5-10 GRMS,19300131,96630
720 ILCS 570.0/401-C-7.5-I,MFG 5>15 GRAMS ECSTASY/ANALOG,19300131,96630
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300131,96631
720 ILCS 550.0/5.2-D,CANNABIS - MFG/DEL - SCHOOL - 2.5-10 GRMS,19300131,96631
720 ILCS 570.0/401-C-7.5-I,MFG 5>15 GRAMS ECSTASY/ANALOG,19300131,96631
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19300231,96632
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300231,96632
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19300396,96633
720 ILCS 5.0/31-6-C,ESCAPE - FROM PEACE OFFICER - MISDEMEANOR,19300396,96633
720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19300396,96633
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19300396,96633
9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19300396,96633
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19300524,96634
720 ILCS 5.0/19-1-A,BURGLARY,19300524,96634
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19300564,96636
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19300564,96636
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19300564,96637
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19300564,96637
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19300577,96638
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300577,96638
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19300577,96639
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300577,96639
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300550,96640
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300550,96641
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19300627,96644
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300627,96644
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19300313,96646
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19300313,96647
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300650,96648
8-4-081,URINATE OR DEFECATE ON PUBLIC WAY,19300650,96648
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300650,96649
8-4-081,URINATE OR DEFECATE ON PUBLIC WAY,19300650,96649
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19300727,96651
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19300727,96652
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19302019,96709
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19300752,96653
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300752,96653
720 ILCS 5.0/12-2-C-2,AGG ASSAULT/DISCHARGE FIREARM,19300804,96654
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19300804,96654
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300804,96654
720 ILCS 5.0/12-2-C-2,AGG ASSAULT/DISCHARGE FIREARM,19300804,96655
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19300804,96655
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300804,96655
720 ILCS 5.0/12-2-C-2,AGG ASSAULT/DISCHARGE FIREARM,19300804,96656
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19300804,96656
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300804,96656
625 ILCS 5.0/11-204.1-A-1,IVC - AGG FLEEING/POLICE/21 MPH,19300813,96657
720 ILCS 5.0/24-1.2-A-4,AGG DISCH FIREARM/VEH/PC OFF/FIREMAN,19300813,96657
9-20-010(C),USING ALLEY AS THRU STREET/VIOL SIGNS,19300813,96657
9-24-010(B),STOP AT STOP SIGN,19300813,96657
625 ILCS 5.0/11-204.1-A-1,IVC - AGG FLEEING/POLICE/21 MPH,19300813,96658
720 ILCS 5.0/24-1.2-A-4,AGG DISCH FIREARM/VEH/PC OFF/FIREMAN,19300813,96658
9-20-010(C),USING ALLEY AS THRU STREET/VIOL SIGNS,19300813,96658
9-24-010(B),STOP AT STOP SIGN,19300813,96658
625 ILCS 5.0/3-707-A-5,UNINSURED MTR VEH,19300812,96659
625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19300812,96659
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19300812,96659
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19300812,96659
625 ILCS 5.0/11-501-A,IVC - AGG DUI/NO VALID DL,19300826,96660
625 ILCS 5.0/11-501-A-1,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,19300826,96660
625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19300826,96660
625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19300826,96660
625 ILCS 5.0/6-101,DRIVING/NO LICENSE/PERMIT/AGE,19300826,96660
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19300826,96660
9-76-090(B),LIGHT HEADLIGHTS SUNSET/SUNUP,19300826,96660
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19300842,96663
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19300842,96663
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19300842,96663
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19300842,96663
